so_id,sso_id,customer_id,quantity,label_price,discount,amount,paid_time,item_id,option_id,order_date,order_weekday,order_hour,is_weekend,is_night,customer_segment,member_level,customer_group_id,is_multi_order,cluster,year,month
SO_52,0,Customer_422,1,86.77,0.9,78.093,2021-01-04 01:20:54,Item_3,17,2021-01-04,0,1,0,1,0,0,0,False,2,2021,1
SO_53,0,Customer_277,1,179.59,0.9,161.631,2021-01-04 05:10:49,Item_6,6,2021-01-04,0,5,0,1,0,1,0,False,0,2021,1
SO_54,0,Customer_649,3,53.18,0.9,143.58599999999998,2021-01-04 08:58:33,Item_8,8,2021-01-04,0,8,0,0,1,1,1,False,2,2021,1
SO_54,1,Customer_649,3,29.53,0.9,79.73100000000001,2021-01-04 08:58:33,Item_8,19,2021-01-04,0,8,0,0,1,1,1,False,2,2021,1
SO_55,0,Customer_124,1,53.18,0.9,47.862,2021-01-04 09:15:44,Item_8,8,2021-01-04,0,9,0,0,0,2,0,False,0,2021,1
SO_56,0,Customer_553,1,68.59,0.9,61.731,2021-01-04 09:53:23,Item_4,4,2021-01-04,0,9,0,0,0,1,1,False,0,2021,1
SO_57,1,Customer_692,2,29.53,0.9,53.154,2021-01-04 10:25:51,Item_8,19,2021-01-04,0,10,0,0,1,1,1,False,2,2021,1
SO_57,0,Customer_692,2,53.18,0.9,95.724,2021-01-04 10:25:51,Item_8,8,2021-01-04,0,10,0,0,1,1,1,False,2,2021,1
SO_58,0,Customer_6,1,70.1,0.9,63.089999999999996,2021-01-04 10:25:54,Item_11,21,2021-01-04,0,10,0,0,2,0,0,False,2,2021,1
SO_58,1,Customer_6,1,31.94,0.9,28.746000000000002,2021-01-04 10:25:54,Item_11,11,2021-01-04,0,10,0,0,2,0,0,False,2,2021,1
SO_59,0,Customer_91,1,68.59,0.9,61.731,2021-01-04 11:21:16,Item_4,4,2021-01-04,0,11,0,0,1,1,0,False,2,2021,1
SO_60,0,Customer_223,1,86.77,0.9,78.093,2021-01-04 14:26:36,Item_3,17,2021-01-04,0,14,0,0,1,1,0,False,2,2021,1
SO_61,0,Customer_223,1,31.94,0.9,28.746000000000002,2021-01-04 14:30:25,Item_11,11,2021-01-04,0,14,0,0,1,1,0,True,2,2021,1
SO_61,1,Customer_223,1,70.1,0.9,63.089999999999996,2021-01-04 14:30:25,Item_11,21,2021-01-04,0,14,0,0,1,1,0,True,2,2021,1
SO_62,0,Customer_792,3,94.12,0.9,254.12400000000002,2021-01-04 15:06:40,Item_5,5,2021-01-04,0,15,0,0,1,0,1,False,1,2021,1
SO_63,1,Customer_351,2,49.83,0.9,89.694,2021-01-04 16:32:15,Item_3,3,2021-01-04,0,16,0,0,2,1,0,False,1,2021,1
SO_63,0,Customer_351,2,86.77,0.9,156.186,2021-01-04 16:32:15,Item_3,17,2021-01-04,0,16,0,0,2,1,0,False,1,2021,1
SO_64,0,Customer_167,4,29.53,0.9,106.308,2021-01-04 17:00:10,Item_8,19,2021-01-04,0,17,0,0,0,1,0,False,0,2021,1
SO_65,0,Customer_867,1,170.82,0.9,153.738,2021-01-04 17:29:11,Item_4,18,2021-01-04,0,17,0,0,0,1,2,False,2,2021,1
SO_66,0,Customer_671,2,94.12,0.9,169.41600000000003,2021-01-04 19:20:44,Item_5,5,2021-01-04,0,19,0,0,0,1,1,False,2,2021,1
SO_66,1,Customer_671,2,70.1,0.9,126.17999999999999,2021-01-04 19:20:44,Item_11,21,2021-01-04,0,19,0,0,0,1,1,False,2,2021,1
SO_67,0,Customer_28,2,49.83,0.9,89.694,2021-01-04 19:57:09,Item_3,3,2021-01-04,0,19,0,0,0,0,0,False,2,2021,1
SO_68,1,Customer_92,1,170.82,0.9,153.738,2021-01-04 21:17:20,Item_4,18,2021-01-04,0,21,0,1,0,1,0,False,0,2021,1
SO_68,0,Customer_92,1,68.59,0.9,61.731,2021-01-04 21:17:20,Item_4,4,2021-01-04,0,21,0,1,0,1,0,False,0,2021,1
SO_69,1,Customer_656,1,68.59,0.9,61.731,2021-01-04 23:15:54,Item_4,4,2021-01-04,0,23,0,1,1,0,1,False,1,2021,1
SO_69,0,Customer_656,1,49.83,0.9,44.847,2021-01-04 23:15:54,Item_3,3,2021-01-04,0,23,0,1,1,0,1,False,1,2021,1
SO_70,0,Customer_782,2,29.53,0.9,53.154,2021-01-04 23:27:30,Item_8,19,2021-01-04,0,23,0,1,1,0,1,False,2,2021,1
SO_70,1,Customer_782,3,53.18,0.9,143.58599999999998,2021-01-04 23:27:30,Item_8,8,2021-01-04,0,23,0,1,1,0,1,False,2,2021,1
SO_72,0,Customer_1000,1,68.59,0.9,61.731,2021-01-05 01:43:23,Item_4,4,2021-01-05,1,1,0,1,1,1,1,False,2,2021,1
SO_71,0,Customer_433,1,68.59,0.9,61.731,2021-01-05 01:43:26,Item_4,4,2021-01-05,1,1,0,1,0,1,0,False,0,2021,1
SO_73,0,Customer_615,2,170.82,0.9,307.476,2021-01-05 09:34:38,Item_4,18,2021-01-05,1,9,0,0,1,1,1,False,1,2021,1
SO_74,0,Customer_475,2,170.82,0.9,307.476,2021-01-05 10:29:09,Item_4,18,2021-01-05,1,10,0,0,0,0,0,False,0,2021,1
SO_75,0,Customer_89,1,70.1,0.9,63.089999999999996,2021-01-05 13:14:30,Item_11,21,2021-01-05,1,13,0,0,1,1,0,False,1,2021,1
SO_76,0,Customer_955,4,68.59,0.9,246.924,2021-01-05 13:36:48,Item_4,4,2021-01-05,1,13,0,0,1,1,2,False,2,2021,1
SO_77,0,Customer_679,5,108.78,0.9,489.51,2021-01-05 15:06:43,Item_1,1,2021-01-05,1,15,0,0,1,1,1,False,1,2021,1
SO_78,0,Customer_504,2,53.18,0.9,95.724,2021-01-05 17:28:43,Item_8,8,2021-01-05,1,17,0,0,0,0,1,False,0,2021,1
SO_79,0,Customer_947,1,155.39,0.9,139.851,2021-01-05 17:52:01,Item_2,22,2021-01-05,1,17,0,0,1,0,2,False,2,2021,1
SO_80,0,Customer_669,1,53.18,0.9,47.862,2021-01-05 19:25:20,Item_8,8,2021-01-05,1,19,0,0,1,1,1,False,2,2021,1
SO_81,0,Customer_562,1,176.5,0.9,158.85,2021-01-05 19:45:10,Item_6,15,2021-01-05,1,19,0,0,0,0,1,False,0,2021,1
SO_82,0,Customer_692,1,170.82,0.9,153.738,2021-01-05 22:22:50,Item_4,18,2021-01-05,1,22,0,1,1,1,1,False,2,2021,1
SO_83,2,Customer_765,1,94.12,0.9,84.70800000000001,2021-01-06 00:27:25,Item_5,5,2021-01-06,2,0,0,1,1,0,1,False,1,2021,1
SO_83,1,Customer_765,1,86.77,0.9,78.093,2021-01-06 00:27:25,Item_3,17,2021-01-06,2,0,0,1,1,0,1,False,1,2021,1
SO_83,0,Customer_765,1,49.83,0.9,44.847,2021-01-06 00:27:25,Item_3,3,2021-01-06,2,0,0,1,1,0,1,False,1,2021,1
SO_84,0,Customer_181,1,48.32,0.9,43.488,2021-01-06 00:48:41,Item_9,9,2021-01-06,2,0,0,1,0,1,0,False,0,2021,1
SO_85,0,Customer_414,1,86.77,0.9,78.093,2021-01-06 02:21:30,Item_3,17,2021-01-06,2,2,0,1,0,1,0,False,2,2021,1
SO_86,0,Customer_105,1,94.12,0.9,84.70800000000001,2021-01-06 04:31:08,Item_5,5,2021-01-06,2,4,0,1,0,1,0,False,2,2021,1
SO_87,0,Customer_170,1,31.94,0.9,28.746000000000002,2021-01-06 07:11:40,Item_11,11,2021-01-06,2,7,0,0,1,0,0,False,2,2021,1
SO_88,0,Customer_372,1,29.53,0.9,26.577,2021-01-06 09:23:51,Item_8,19,2021-01-06,2,9,0,0,1,1,0,False,2,2021,1
SO_89,0,Customer_968,1,77.04,0.9,69.33600000000001,2021-01-06 10:17:18,Item_2,2,2021-01-06,2,10,0,0,1,1,2,False,2,2021,1
SO_91,0,Customer_604,2,108.78,0.9,195.804,2021-01-06 10:38:04,Item_1,1,2021-01-06,2,10,0,0,0,1,1,False,0,2021,1
SO_90,0,Customer_827,2,155.39,0.9,279.702,2021-01-06 10:55:36,Item_2,22,2021-01-06,2,10,0,0,0,1,2,False,0,2021,1
SO_92,0,Customer_342,1,345.92,0.9,311.32800000000003,2021-01-06 11:12:13,Item_0,14,2021-01-06,2,11,0,0,1,1,0,False,2,2021,1
SO_92,1,Customer_342,1,123.25,0.9,110.925,2021-01-06 11:12:13,Item_0,0,2021-01-06,2,11,0,0,1,1,0,False,2,2021,1
SO_93,0,Customer_667,1,49.83,0.9,44.847,2021-01-06 11:15:53,Item_3,3,2021-01-06,2,11,0,0,3,1,1,False,1,2021,1
SO_93,1,Customer_667,1,86.77,0.9,78.093,2021-01-06 11:15:53,Item_3,17,2021-01-06,2,11,0,0,3,1,1,False,1,2021,1
SO_94,0,Customer_667,1,48.32,0.9,43.488,2021-01-06 11:23:13,Item_9,9,2021-01-06,2,11,0,0,3,1,1,True,1,2021,1
SO_95,0,Customer_760,3,94.37,0.9,254.799,2021-01-06 11:28:26,Item_7,7,2021-01-06,2,11,0,0,1,1,1,False,2,2021,1
SO_97,0,Customer_885,1,94.37,0.9,84.933,2021-01-06 14:14:04,Item_7,7,2021-01-06,2,14,0,0,0,2,2,False,0,2021,1
SO_96,0,Customer_927,1,123.25,0.9,110.925,2021-01-06 14:23:30,Item_0,0,2021-01-06,2,14,0,0,0,0,2,False,2,2021,1
SO_98,0,Customer_86,2,48.32,0.9,86.976,2021-01-06 15:55:13,Item_9,9,2021-01-06,2,15,0,0,0,1,0,False,2,2021,1
SO_99,0,Customer_956,1,123.25,0.9,110.925,2021-01-06 16:20:42,Item_0,0,2021-01-06,2,16,0,0,1,0,2,False,2,2021,1
SO_100,0,Customer_306,1,176.5,0.9,158.85,2021-01-06 18:32:42,Item_6,15,2021-01-06,2,18,0,0,1,1,0,False,1,2021,1
SO_101,0,Customer_190,1,49.83,0.9,44.847,2021-01-06 19:44:12,Item_3,3,2021-01-06,2,19,0,0,1,1,0,False,2,2021,1
SO_101,1,Customer_190,1,48.32,0.9,43.488,2021-01-06 19:44:12,Item_9,9,2021-01-06,2,19,0,0,1,1,0,False,2,2021,1
SO_102,0,Customer_119,1,202.94,0.9,182.64600000000002,2021-01-06 20:27:24,Item_1,20,2021-01-06,2,20,0,1,1,1,0,False,2,2021,1
SO_103,0,Customer_66,1,94.37,0.9,84.933,2021-01-06 20:49:04,Item_7,7,2021-01-06,2,20,0,1,1,1,0,False,2,2021,1
SO_104,0,Customer_287,1,192.22,0.9,172.998,2021-01-06 21:50:29,Item_0,12,2021-01-06,2,21,0,1,2,1,0,False,1,2021,1
SO_105,0,Customer_154,1,48.32,0.9,43.488,2021-01-06 22:42:53,Item_9,9,2021-01-06,2,22,0,1,0,1,0,False,2,2021,1
SO_106,0,Customer_141,1,70.1,0.9,63.089999999999996,2021-01-07 00:02:42,Item_11,21,2021-01-07,3,0,0,1,1,1,0,False,1,2021,1
SO_106,1,Customer_141,1,31.94,0.9,28.746000000000002,2021-01-07 00:02:42,Item_11,11,2021-01-07,3,0,0,1,1,1,0,False,1,2021,1
SO_106,2,Customer_141,1,86.77,0.9,78.093,2021-01-07 00:02:42,Item_3,17,2021-01-07,3,0,0,1,1,1,0,False,1,2021,1
SO_107,1,Customer_231,1,345.92,0.9,311.32800000000003,2021-01-07 01:21:34,Item_0,14,2021-01-07,3,1,0,1,1,1,0,False,2,2021,1
SO_107,2,Customer_231,1,192.22,0.9,172.998,2021-01-07 01:21:34,Item_0,12,2021-01-07,3,1,0,1,1,1,0,False,2,2021,1
SO_107,0,Customer_231,2,123.25,0.9,221.85,2021-01-07 01:21:34,Item_0,0,2021-01-07,3,1,0,1,1,1,0,False,2,2021,1
SO_108,1,Customer_755,1,123.25,0.9,110.925,2021-01-07 02:12:49,Item_0,0,2021-01-07,3,2,0,1,0,1,1,False,2,2021,1
SO_108,0,Customer_755,2,49.83,0.9,89.694,2021-01-07 02:12:49,Item_3,3,2021-01-07,3,2,0,1,0,1,1,False,2,2021,1
SO_109,0,Customer_439,1,31.94,0.9,28.746000000000002,2021-01-07 04:38:07,Item_11,11,2021-01-07,3,4,0,1,1,2,0,False,2,2021,1
SO_110,0,Customer_555,4,202.94,0.9,730.5840000000001,2021-01-07 09:21:32,Item_1,20,2021-01-07,3,9,0,0,1,1,1,False,2,2021,1
SO_110,1,Customer_555,1,108.78,0.9,97.902,2021-01-07 09:21:32,Item_1,1,2021-01-07,3,9,0,0,1,1,1,False,2,2021,1
SO_111,0,Customer_332,1,179.59,0.9,161.631,2021-01-07 09:52:02,Item_6,6,2021-01-07,3,9,0,0,0,1,0,False,2,2021,1
SO_112,0,Customer_217,4,48.32,0.9,173.952,2021-01-07 11:06:19,Item_9,9,2021-01-07,3,11,0,0,1,1,0,False,2,2021,1
SO_113,0,Customer_938,3,29.53,0.9,79.73100000000001,2021-01-07 11:23:19,Item_8,19,2021-01-07,3,11,0,0,0,1,2,False,0,2021,1
SO_114,0,Customer_916,1,108.78,0.9,97.902,2021-01-07 11:25:08,Item_1,1,2021-01-07,3,11,0,0,0,2,2,False,0,2021,1
SO_115,0,Customer_529,1,94.12,0.9,84.70800000000001,2021-01-07 11:34:57,Item_5,5,2021-01-07,3,11,0,0,1,1,1,False,1,2021,1
SO_116,0,Customer_352,2,48.32,0.9,86.976,2021-01-07 11:43:46,Item_9,9,2021-01-07,3,11,0,0,2,1,0,False,2,2021,1
SO_118,0,Customer_68,1,53.18,0.9,47.862,2021-01-07 12:01:55,Item_8,8,2021-01-07,3,12,0,0,0,1,0,False,0,2021,1
SO_117,0,Customer_109,1,29.53,0.9,26.577,2021-01-07 12:05:13,Item_8,19,2021-01-07,3,12,0,0,1,0,0,False,2,2021,1
SO_119,0,Customer_924,2,108.78,0.9,195.804,2021-01-07 14:09:59,Item_1,1,2021-01-07,3,14,0,0,1,2,2,False,1,2021,1
SO_120,0,Customer_783,1,108.78,0.9,97.902,2021-01-07 14:33:34,Item_1,1,2021-01-07,3,14,0,0,1,1,1,False,2,2021,1
SO_121,0,Customer_349,1,94.37,0.9,84.933,2021-01-07 16:26:46,Item_7,7,2021-01-07,3,16,0,0,1,0,0,False,2,2021,1
SO_122,0,Customer_840,1,155.39,0.9,139.851,2021-01-07 17:47:34,Item_2,22,2021-01-07,3,17,0,0,1,1,2,False,2,2021,1
SO_123,0,Customer_872,1,94.37,0.9,84.933,2021-01-07 19:20:34,Item_7,7,2021-01-07,3,19,0,0,0,0,2,False,0,2021,1
SO_124,0,Customer_223,3,53.18,0.9,143.58599999999998,2021-01-07 22:34:44,Item_8,8,2021-01-07,3,22,0,1,1,1,0,False,2,2021,1
SO_125,0,Customer_229,3,53.18,0.9,143.58599999999998,2021-01-07 23:35:13,Item_8,8,2021-01-07,3,23,0,1,1,1,0,False,2,2021,1
SO_125,1,Customer_229,5,29.53,0.9,132.88500000000002,2021-01-07 23:35:13,Item_8,19,2021-01-07,3,23,0,1,1,1,0,False,2,2021,1
SO_126,0,Customer_799,1,108.78,0.9,97.902,2021-01-07 23:56:18,Item_1,1,2021-01-07,3,23,0,1,1,1,1,False,2,2021,1
SO_127,0,Customer_822,1,94.37,0.9593289091646419,90.53186915786726,2021-01-08 09:45:04,Item_7,7,2021-01-08,4,9,0,0,0,1,2,False,0,2021,1
SO_128,0,Customer_564,3,29.53,0.9841948604001511,87.1898226828494,2021-01-08 11:33:59,Item_8,19,2021-01-08,4,11,0,0,1,1,1,False,2,2021,1
SO_129,0,Customer_750,2,31.94,1.0,63.88,2021-01-08 12:48:30,Item_11,11,2021-01-08,4,12,0,0,1,1,1,False,2,2021,1
SO_130,0,Customer_887,1,53.18,0.8905806530393283,47.36107912863148,2021-01-08 18:37:27,Item_8,8,2021-01-08,4,18,0,0,1,0,2,False,2,2021,1
SO_131,0,Customer_206,1,49.83,0.8809858140782854,43.89952311552096,2021-01-08 18:51:09,Item_3,3,2021-01-08,4,18,0,0,0,1,0,False,0,2021,1
SO_132,0,Customer_556,2,94.12,0.9651550227863593,181.68078148930428,2021-01-08 19:49:48,Item_5,5,2021-01-08,4,19,0,0,1,1,1,False,2,2021,1
SO_133,0,Customer_592,1,48.32,0.9869916093989324,47.69143456615641,2021-01-08 19:57:15,Item_9,9,2021-01-08,4,19,0,0,2,0,1,False,1,2021,1
SO_134,0,Customer_780,1,94.37,0.9593289091646419,90.53186915786726,2021-01-08 20:49:19,Item_7,7,2021-01-08,4,20,0,1,1,1,1,False,1,2021,1
SO_135,0,Customer_447,2,49.83,0.8809858140782854,87.79904623104191,2021-01-08 20:52:51,Item_3,3,2021-01-08,4,20,0,1,0,1,0,False,2,2021,1
SO_135,1,Customer_447,1,86.77,0.9935312493987762,86.20870651033181,2021-01-08 20:52:51,Item_3,17,2021-01-08,4,20,0,1,0,1,0,False,2,2021,1
SO_136,0,Customer_510,2,29.53,0.9841948604001511,58.12654845523293,2021-01-08 21:27:01,Item_8,19,2021-01-08,4,21,0,1,1,1,1,False,1,2021,1
SO_137,0,Customer_209,1,49.83,0.8809858140782854,43.89952311552096,2021-01-08 21:34:20,Item_3,3,2021-01-08,4,21,0,1,0,0,0,False,0,2021,1
SO_138,0,Customer_209,1,49.83,0.8809858140782854,43.89952311552096,2021-01-08 21:35:40,Item_3,3,2021-01-08,4,21,0,1,0,0,0,True,0,2021,1
SO_139,0,Customer_264,2,86.77,0.9935312493987762,172.41741302066362,2021-01-08 23:36:38,Item_3,17,2021-01-08,4,23,0,1,1,1,0,False,2,2021,1
SO_140,0,Customer_872,1,97.89,0.8692660522091122,85.09245385075,2021-01-09 01:01:45,Item_2,16,2021-01-09,5,1,1,1,0,0,2,False,0,2021,1
SO_141,0,Customer_774,1,202.94,1.0,202.94,2021-01-09 10:59:33,Item_1,20,2021-01-09,5,10,1,0,1,0,1,False,2,2021,1
SO_142,0,Customer_774,1,97.89,0.8692660522091122,85.09245385075,2021-01-09 11:19:39,Item_2,16,2021-01-09,5,11,1,0,1,0,1,True,2,2021,1
