so_id,gmv_per_so
SO_12484,264.57984485361425
SO_12487,79.31961253058299
SO_12489,167.504388220218
SO_12492,142.52011779030852
SO_12495,77.88821545450524
SO_12497,128.75417361764
SO_12499,77.88821545450524
SO_12501,564.3741555006394
SO_12504,38.32350354653692
SO_12506,77.88821545450524
SO_12507,436.33885608901875
SO_12515,538.5773854621702
SO_12517,77.88821545450524
SO_12518,141.70761818174878
SO_12521,637.2515702775124
SO_12523,175.3203731081426
SO_12526,273.8124350900905
SO_12528,77.88821545450524
SO_12531,202.94
SO_12532,188.25949319315293
SO_12534,38.32350354653692
SO_12535,155.7764309090105
SO_12536,155.7764309090105
SO_12537,245.38406172005068
SO_12546,261.38012436938084
SO_12550,502.51316466065396
SO_12551,76.64700709307384
SO_12554,490.76812344010136
SO_12555,141.70761818174878
SO_12558,196.22302839063042
SO_12559,64.33878656178426
SO_12563,49.83
SO_12565,64.33878656178426
SO_12566,231.12
SO_12570,383.83627665989326
SO_12571,218.91908517189125
SO_12590,156.4573200672897
SO_12596,202.94
SO_12597,92.30372217954596
SO_12598,191.91813832994663
SO_12599,195.77605678126082
SO_12601,64.33878656178426
SO_12614,1102.4028815539818
SO_12622,560.7645534428186
SO_12646,97.9329227870296
SO_12662,45.87778410407436
SO_12671,43.15048117308509
SO_12675,68.59
SO_12678,177.42127742243906
SO_12679,87.39685614391018
SO_12680,68.59
SO_12682,97.9329227870296
SO_12686,358.63831746088897
SO_12700,709.161540453901
SO_12714,49.83
SO_12721,172.3493672342051
SO_12733,118.88404996503438
SO_12734,178.5825988155192
SO_12738,354.5807702269505
SO_12744,486.560790766629
SO_1275,266.5585809266202
SO_12765,905.7040581866474
SO_12769,70.1
SO_12776,275.8111069269346
SO_12810,170.82
SO_12811,457.8131662919002
SO_12833,48.06730135632659
SO_12842,134.38139274375672
SO_12845,312.73006015521315
SO_12928,29.613292847844928
SO_12947,126.52210071730484
SO_12948,139.26500955056204
SO_12951,28.818786017504927
SO_12953,341.91305834552395
SO_12971,80.1004308671175
SO_12997,47.33786516877811
SO_13003,68.92141921627864
SO_13008,397.28312113522344
SO_13035,163.67536611117058
SO_13044,135.15799190383265
SO_13048,83.36441429518965
SO_1306,270.9802919746409
SO_13078,114.91300778906384
SO_13100,82.2514993217734
SO_13106,479.33869092528596
SO_13112,156.51260040570034
SO_13133,190.28947260953407
SO_13145,156.51260040570034
SO_13174,839.4882188940115
SO_1318,162.3942673032871
SO_13191,951.5509619408278
SO_13227,108.81258678115172
SO_13232,45.5580329420732
SO_13234,161.2238358954486
SO_13257,176.1284879030063
SO_13261,176.1284879030063
SO_13279,158.32247554106996
SO_13289,345.92
SO_13290,27.079544903739354
SO_13301,247.68321547639783
SO_13360,90.0494366777281
SO_13362,186.19316988906698
SO_13363,118.79658169999509
SO_13425,304.3511109676009
SO_13429,116.45962873915921
SO_13452,592.8005243676478
SO_13460,87.5597968668002
SO_13471,67.11848318268348
SO_13482,224.72531940654335
SO_13487,593.3287646757645
SO_1350,860.878598810142
SO_13516,344.6145936861448
SO_13524,322.69857480931836
SO_13529,82.59388894902463
SO_13546,147.62187811653058
SO_13551,137.18
SO_13554,685.6791239511069
SO_13559,156.8263747814769
SO_13560,79.62741177580091
SO_13561,156.8263747814769
SO_13562,173.47367938119464
SO_13585,342.5319453324078
SO_13591,195.3666078524302
SO_13595,97.6833039262151
SO_13620,162.88577565736614
SO_13639,855.2307667815224
SO_13643,170.81928964763253
SO_13644,402.0531270125989
SO_13660,89.87001935803642
SO_13664,155.29003849986154
SO_13670,450.6831565672449
SO_13671,43.96651577551387
SO_13674,151.70327772414058
SO_13676,213.58291660167237
SO_13685,46.25058080326668
SO_13701,341.7891336038261
SO_13704,323.01850405765475
SO_13716,92.07405020948318
SO_13722,86.77
SO_13723,80.85761536676594
SO_13735,97.89
SO_13783,188.5906624786093
SO_13795,350.17853967605885
SO_13799,377.50616202290337
SO_138,43.89952311552096
SO_13813,220.46513798405346
SO_13825,344.7356349932253
SO_13830,172.90384341539914
SO_13859,290.09066977940194
SO_13890,299.8551066626469
SO_13892,165.6720277027694
SO_13939,691.84
SO_13951,60.74498564855597
SO_13955,297.6185429040067
SO_13969,1013.8587582584934
SO_13997,495.5661502639964
SO_14016,85.36199197230907
SO_14023,314.0121595659422
SO_14024,157.0060797829711
SO_14033,68.38495320468279
SO_1404,84.01683565637862
SO_14073,477.605769318503
SO_14076,127.02523312857758
SO_14099,420.0344613942225
SO_14106,64.71888254784074
SO_14147,155.03367569583014
SO_14153,608.8199999999999
SO_14161,117.18503372142499
SO_142,453.557243602717
SO_14200,170.82
SO_14202,336.62990484207006
SO_14206,123.7115675850786
SO_14213,272.4974912226136
SO_14222,99.66
SO_14226,387.58355281808906
SO_14232,316.0159025516489
SO_14235,91.61278170854926
SO_14291,26.692521980153387
SO_14337,181.462893973769
SO_14354,923.2856711568942
SO_14363,535.6800000000001
SO_14371,43.647785728483534
SO_14390,340.84634116811367
SO_14399,230.17003714099988
SO_14419,79.40220924829103
SO_14420,123.92693749085826
SO_14432,29.826611449533
SO_14443,428.06773953565295
SO_14446,77.51993299426137
SO_14450,91.1992801697705
SO_14477,228.9185575981677
SO_14483,44.40328819544103
SO_1455,30.349581328060708
SO_14568,103.46565754016805
SO_14578,434.6709659043888
SO_14688,47.457506214184605
SO_1472,868.5956654450736
SO_14755,833.6274215619057
SO_14791,86.77
SO_14807,88.17624268998657
SO_14810,65.59344545009732
SO_14820,66.1889541481186
SO_14853,47.195078974366844
SO_14863,267.134953896061
SO_14890,206.22313509749802
SO_14932,101.77957967060718
SO_14959,88.33227859940078
SO_14971,159.3927108945656
SO_14996,1281.2473441417355
SO_1501,192.77471574824102
SO_15029,99.75819378203404
SO_15063,64.64444236054835
SO_15242,315.0051003240369
SO_15260,237.76699543696185
SO_15270,622.3246795369129
SO_15288,238.2781622643924
SO_15302,193.41602705830545
SO_15322,175.32294507924885
SO_15370,47.925614981658626
SO_15405,443.9894890441973
SO_15417,282.55520351411894
SO_15431,160.43067146854082
SO_15442,48.09898116928337
SO_15446,152.5520656355734
SO_15483,27.078366050316532
SO_15539,56.97082654053888
SO_15548,183.25035357218115
SO_15550,183.25035357218115
SO_15638,222.78543334533194
SO_15648,137.18
SO_1570,189.2780590351533
SO_15712,376.48
SO_15899,107.08
SO_15900,69.41803132556899
SO_15933,161.72596939619115
SO_15948,301.188979149998
SO_15959,99.6579609779455
SO_15994,92.16337605013965
SO_16009,348.17163162114446
SO_1604,178.7438379767473
SO_16087,54.33660228661077
SO_16088,193.00834813080306
SO_16104,49.05819043280966
SO_16139,158.37281457856793
SO_16166,177.05562546089132
SO_16188,179.0217461464946
SO_16236,1114.5006243892917
SO_16243,164.09822984173596
SO_16258,474.59090525064585
SO_16259,288.8408011857639
SO_16271,88.05944177261576
SO_16280,487.04228839451514
SO_16305,89.32694027033816
SO_16308,89.32694027033816
SO_16340,133.03213272811632
SO_16342,176.5
SO_16357,183.1458892993107
SO_16364,281.8172726325206
SO_16371,833.7730938286004
SO_16398,504.5952893373149
SO_16412,88.95658383872323
SO_16425,284.45867219347264
SO_16445,94.8195573978242
SO_16489,196.14916659668773
SO_16490,222.843063842536
SO_16493,155.39
SO_16512,45.82824065934713
SO_1652,230.3726025725087
SO_16545,70.19445066837653
SO_16553,80.85654507358424
SO_16577,163.85753423119067
SO_16584,488.9583661639874
SO_16589,69.77050651105043
SO_16591,488.9583661639874
SO_16593,746.4690705853418
SO_16613,162.9861220546625
SO_16627,84.41016640672603
SO_16653,510.77862355053287
SO_16654,747.7930595765065
SO_16659,217.56
SO_16665,373.91492569400276
SO_16678,131.50967478708813
SO_16693,111.21393818018599
SO_16697,207.63688604554923
SO_16715,68.01341692625554
SO_16718,301.3667369512298
SO_16724,120.54669478049192
SO_16732,346.4702532351795
SO_16736,39.62425579704834
SO_16739,68.01341692625554
SO_16745,171.69297779413196
SO_16811,275.14790450463886
SO_16833,90.59945308802956
SO_16846,146.24222425942946
SO_16850,47.82308517401302
SO_16862,89.37304537717756
SO_16877,579.4150550486518
SO_16878,120.67246923366685
SO_16902,386.2767033657679
SO_16907,197.84569905741117
SO_16942,865.6008279208623
SO_16944,152.06789161785414
SO_16945,207.96620432582134
SO_16951,612.5236285609574
SO_16990,1188.7739653217882
SO_17012,52.22421282542899
SO_17016,615.8158311937871
SO_17028,143.24115692697825
SO_17038,93.79137628684155
SO_17040,267.91512576894155
SO_17050,126.23991189566487
SO_17061,200.45409770727755
SO_17103,304.0167142177772
SO_17106,509.5184346640484
SO_17108,153.1684941285766
SO_17116,219.32499071456238
SO_17118,26.35435669114924
SO_17119,71.53510898236318
SO_17122,140.1824889716557
SO_17124,73.10833023818746
SO_17125,94.81760232482543
SO_1715,350.1989479742038
SO_17153,282.3309711018409
SO_17168,220.47321111025946
SO_17170,360.8197635970987
SO_17174,170.31228213640355
SO_17175,72.5287960284337
SO_17188,681.2491285456142
SO_17192,290.1151841137348
SO_17201,188.11126368700832
SO_17213,56.46619422036817
SO_17225,898.8355166309153
SO_17226,37.574983716709966
SO_17237,285.699775238401
SO_17251,226.13495594664582
SO_17252,354.4882031967565
SO_17253,226.13495594664582
SO_17281,269.52040387586936
SO_17283,301.5132745955278
SO_17285,75.37831864888194
SO_17288,726.5873371829266
SO_17291,137.59258312598968
SO_17293,232.41369493187818
SO_17305,68.57120170965842
SO_17319,293.1066825114866
SO_17330,262.65321250588806
SO_17368,166.02626208232553
SO_17378,289.0155280497924
SO_17393,152.34059838388083
SO_17411,385.4806794357114
SO_17422,154.19227177428456
SO_17449,63.38910485185379
SO_17452,462.57681532285375
SO_17466,823.603751197568
SO_1748,427.5702734229431
SO_17485,152.9876976711519
SO_17495,80.47650387820545
SO_17511,612.7033979697475
SO_17565,48.04174139984064
SO_1757,142.6130791518048
SO_17574,173.99378785264898
SO_17583,270.37945657719115
SO_17594,721.0118842058431
SO_17614,286.8095456704633
SO_17615,99.3047642515232
SO_17619,187.50478141894013
SO_17621,375.00956283788025
SO_17627,811.6960492282419
SO_17636,284.6222779613313
SO_17644,326.9288577030264
SO_17646,131.13917103160134
SO_17654,341.11106318385225
SO_17663,357.574924975564
SO_17674,89.31739024894924
SO_17681,44.94255848143406
SO_17684,208.27822078633017
SO_17688,345.92
SO_17698,326.4013133001488
SO_177,88.46643225224156
SO_17707,422.90262170200515
SO_17717,169.16104868080205
SO_17724,338.3220973616041
SO_17742,94.12
SO_1777,307.26646191180396
SO_17788,946.5302276544985
SO_17792,251.07207077819703
SO_17798,406.1626637657267
SO_17812,196.15623233733157
SO_17814,1014.7
SO_17818,608.8199999999999
SO_17820,83.69069025939902
SO_17827,352.3385504038762
SO_17829,166.40153725150665
SO_17837,44.26535604951793
SO_17844,98.28145671783375
SO_17845,353.0
SO_17864,707.1555371299129
SO_17871,422.46597519268033
SO_17874,442.4236042156939
SO_17877,168.98639007707214
SO_17883,226.3322935071235
SO_17888,329.31759657813643
SO_17901,175.80682048780554
SO_17926,184.78980081723847
SO_17945,321.6657547680156
SO_17951,227.19430440461085
SO_17954,277.3617854249871
SO_17961,554.3694024517154
SO_17964,190.2638517869535
SO_17990,608.8199999999999
SO_17992,202.94
SO_17995,311.72
SO_18008,293.77182544595036
SO_18014,394.9192426770965
SO_18023,293.77182544595036
SO_18027,481.5610205370104
SO_1803,550.5483358425835
SO_18043,785.0032722304488
SO_18053,154.34789768203078
SO_18061,461.2352915953272
SO_18081,661.7003625085513
SO_18092,292.7121292322895
SO_18096,112.32392491570852
SO_18133,583.2320367198807
SO_18135,194.4106789066269
SO_18136,388.8213578132538
SO_18137,85.60845157348517
SO_18139,256.8253547204555
SO_1815,195.1775345759957
SO_18152,252.89455194013792
SO_18160,550.9623696338141
SO_18172,191.08666501992707
SO_18175,286.6299975298906
SO_18180,367.3082464225427
SO_18199,513.2421110912667
SO_18203,535.5766650199271
SO_18208,195.6335108657146
SO_18223,85.3734119564693
SO_18245,563.3886158335067
SO_18247,489.771162258856
SO_18251,94.37
SO_18256,294.13765139314137
SO_18296,1221.6785131024117
SO_18300,226.52612692051832
SO_18316,425.8762848418724
SO_18329,672.3613500136984
SO_18346,283.21842130014767
SO_18349,108.78
SO_18355,566.4368426002953
SO_18359,784.3134883490181
SO_18374,26.336632256468363
SO_18375,146.3996955705014
SO_18387,90.87831712884922
SO_18392,457.65684260029536
SO_18394,174.43842130014767
SO_18398,391.9984213001477
SO_18420,199.6177103588317
SO_18429,156.48687755111547
SO_18490,173.0524910167379
SO_18497,836.8203745972825
SO_18503,464.4741573065114
SO_18507,186.17310864538555
SO_18509,83.37041272818861
SO_18542,311.72
SO_18548,345.92
SO_18561,1123.48
SO_18562,154.0612791983322
SO_18569,772.3765280284807
SO_18581,28.970187963143236
SO_18597,86.77
SO_18604,487.9535315694603
SO_18608,88.64679311656249
SO_18609,250.13710923799155
SO_18613,101.76526755521994
SO_18614,101.76526755521994
SO_18622,133.91923571096538
SO_18627,334.82890359874375
SO_18635,347.7066913048931
SO_18645,260.78001847866983
SO_18647,347.7066913048931
SO_18651,217.56
SO_18689,173.85334565244656
SO_18690,173.85334565244656
SO_18693,773.7617302549083
SO_18695,191.5111052428132
SO_18696,408.66999999999996
SO_18703,171.20752474546984
SO_18708,307.09219657506947
SO_18710,804.513603411508
SO_18727,381.20053323618737
SO_18728,376.50667147229206
SO_18741,180.27328228095354
SO_18748,260.3298905555342
SO_18755,674.1648653793042
SO_18763,129.78047672295375
SO_18767,396.807940376235
SO_18772,796.4575541139693
SO_18778,392.5204207078056
SO_18797,198.4039701881175
SO_18800,81.93327600986309
SO_18807,524.7439701881176
SO_18809,129.78047672295375
SO_18814,208.33013476698815
SO_18816,169.15802563613505
SO_18819,208.33013476698815
SO_1882,149.08575186839116
SO_18825,79.05785125070997
SO_18853,87.48959578806969
SO_18856,169.15802563613505
SO_18857,196.35130543354822
SO_18858,392.70261086709644
SO_18859,1005.7141858346208
SO_18860,1178.1078326012891
SO_18865,1109.879253218115
SO_1887,86.36823198183914
SO_18882,369.1969854723896
SO_18885,43.75793550882524
SO_18893,86.07891843671845
SO_18916,625.779834981185
SO_18925,922.9924636809741
SO_18933,232.7102706411394
SO_18938,86.07891843671845
SO_18954,880.4472060826618
SO_18955,582.4415977684093
SO_18956,326.1210709715947
SO_1896,494.77647503209073
SO_18966,388.2943985122729
SO_18972,86.89540498987499
SO_1900,108.76679222575594
SO_19000,163.859631329819
SO_19007,294.6991189305878
SO_1901,298.1715037367823
SO_19012,364.62414793281675
SO_1902,768.6649298984216
SO_19023,113.3972110594411
SO_19029,77.04
SO_19039,331.91588641001806
SO_19042,68.59
SO_19043,757.6314943234257
SO_19060,46.19741724427727
SO_19089,106.58327054312345
SO_19091,62.0576957056732
SO_19096,811.76
SO_19098,90.09087628378435
