order_date,sum,count,multiorder_ratio,multiorder_ratio_smooth
2021-02-17,0,4,0.0,0.03174603174603174
2021-02-18,0,5,0.0,0.03174603174603174
2021-02-19,0,11,0.0,0.0
2021-02-20,0,5,0.0,0.0
2021-02-21,0,8,0.0,0.0
2021-02-22,0,10,0.0,0.00952380952380952
2021-02-23,0,10,0.0,0.00952380952380952
2021-02-24,0,13,0.0,0.00952380952380952
2021-02-25,1,15,0.06666666666666667,0.00952380952380952
2021-02-26,0,9,0.0,0.017042606516290724
2021-02-27,0,14,0.0,0.017042606516290724
2021-02-28,0,24,0.0,0.017042606516290724
2021-03-01,1,19,0.05263157894736842,0.007518796992481198
2021-03-02,0,16,0.0,0.007518796992481198
2021-03-03,0,14,0.0,0.007518796992481198
2021-03-04,0,15,0.0,0.007518796992481198
2021-03-05,0,7,0.0,0.0119047619047619
2021-03-06,0,9,0.0,0.0119047619047619
2021-03-07,0,8,0.0,0.02976190476190476
2021-03-08,1,12,0.08333333333333333,0.02976190476190476
2021-03-09,0,7,0.0,0.02976190476190476
2021-03-10,3,24,0.125,0.02976190476190476
2021-03-11,0,15,0.0,0.02976190476190476
2021-03-12,0,12,0.0,0.027380952380952377
2021-03-13,0,14,0.0,0.027380952380952377
2021-03-14,0,10,0.0,0.009523809523809521
2021-03-15,1,15,0.06666666666666667,0.009523809523809521
2021-03-16,0,10,0.0,0.009523809523809521
2021-03-17,0,16,0.0,0.009523809523809521
2021-03-18,0,2,0.0,0.017927170868347338
2021-03-19,0,16,0.0,0.008403361344537813
2021-03-20,0,12,0.0,0.0226890756302521
2021-03-21,1,17,0.058823529411764705,0.029491796718687475
2021-03-22,0,12,0.0,0.029491796718687475
2021-03-23,1,10,0.1,0.029491796718687475
2021-03-24,1,21,0.047619047619047616,0.029491796718687475
2021-03-25,0,13,0.0,0.021088435374149655
2021-03-26,0,13,0.0,0.021088435374149655
2021-03-27,0,19,0.0,0.014739229024943307
2021-03-28,0,11,0.0,0.007936507936507934
2021-03-29,0,18,0.0,0.026984126984126982
2021-03-30,1,18,0.05555555555555555,0.02698412698412698
2021-03-31,0,5,0.0,0.02698412698412698
2021-04-01,2,15,0.13333333333333333,0.02698412698412698
2021-04-02,0,20,0.0,0.02698412698412698
2021-04-03,0,12,0.0,0.019047619047619042
2021-04-04,0,12,0.0,0.0369047619047619
2021-04-05,0,14,0.0,0.025375939849624055
2021-04-06,0,19,0.0,0.04578410311493018
2021-04-07,1,8,0.125,0.05877111610194317
2021-04-08,1,19,0.05263157894736842,0.05877111610194317
2021-04-09,2,14,0.14285714285714285,0.05877111610194317
2021-04-10,1,11,0.09090909090909091,0.05877111610194317
2021-04-11,0,12,0.0,0.040913973244800304
2021-04-12,0,8,0.0,0.0333951762523191
2021-04-13,0,14,0.0,0.012987012987012983
2021-04-14,0,13,0.0,0.0
2021-04-15,0,17,0.0,0.0119047619047619
2021-04-16,0,23,0.0,0.0119047619047619
2021-04-17,0,21,0.0,0.019841269841269833
2021-04-18,1,12,0.08333333333333333,0.019841269841269833
2021-04-19,0,14,0.0,0.019841269841269833
2021-04-20,1,18,0.05555555555555555,0.019841269841269833
2021-04-21,0,10,0.0,0.02936507936507936
2021-04-22,0,9,0.0,0.017460317460317457
2021-04-23,0,10,0.0,0.028449328449328442
2021-04-24,1,15,0.06666666666666667,0.030716902145473568
2021-04-25,0,14,0.0,0.030716902145473568
2021-04-26,1,13,0.07692307692307693,0.030716902145473568
2021-04-27,1,14,0.07142857142857142,0.043139262393920776
2021-04-28,0,11,0.0,0.03361545287011125
2021-04-29,0,21,0.0,0.03361545287011125
2021-04-30,2,23,0.08695652173913043,0.030145238873581465
2021-05-01,0,20,0.0,0.0199411572409284
2021-05-02,0,17,0.0,0.0199411572409284
2021-05-03,1,19,0.05263157894736842,0.0199411572409284
2021-05-04,0,18,0.0,0.02339181286549707
2021-05-05,0,19,0.0,0.02339181286549707
2021-05-06,0,27,0.0,0.04124895572263993
2021-05-07,1,9,0.1111111111111111,0.03373015873015873
2021-05-08,0,12,0.0,0.04325396825396825
2021-05-09,2,16,0.125,0.04325396825396825
2021-05-10,0,10,0.0,0.04325396825396825
2021-05-11,1,15,0.06666666666666667,0.027380952380952377
2021-05-12,0,19,0.0,0.027380952380952377
2021-05-13,0,13,0.0,0.00952380952380952
2021-05-14,0,16,0.0,0.016017316017316013
2021-05-15,0,25,0.0,0.00649350649350649
2021-05-16,0,12,0.0,0.01748251748251748
2021-05-17,1,22,0.045454545454545456,0.01748251748251748
2021-05-18,0,19,0.0,0.01748251748251748
2021-05-19,1,13,0.07692307692307693,0.02145077145077145
2021-05-20,0,23,0.0,0.02145077145077145
2021-05-21,0,16,0.0,0.014957264957264954
2021-05-22,1,36,0.027777777777777776,0.020671550671550666
2021-05-23,0,37,0.0,0.009682539682539678
2021-05-24,0,24,0.0,0.019886621315192737
2021-05-25,1,25,0.04,0.02973883806396121
2021-05-26,0,18,0.0,0.02925490465319853
2021-05-27,2,28,0.07142857142857142,0.035748411146705024
2021-05-28,2,29,0.06896551724137931,0.035748411146705024
2021-05-29,1,41,0.024390243902439025,0.046294288034045325
2021-05-30,1,22,0.045454545454545456,0.07161074373024787
2021-05-31,0,14,0.0,0.07218833325662445
2021-06-01,14,123,0.11382113821138211,0.062336116507855976
2021-06-02,14,79,0.17721518987341772,0.06806838581211584
2021-06-03,4,53,0.07547169811320754,0.06667692013493588
2021-06-04,0,28,0.0,0.0711412058492216
2021-06-05,2,31,0.06451612903225806,0.06615923873631738
2021-06-06,1,28,0.03571428571428571,0.06339917401755846
2021-06-07,1,32,0.03125,0.05926202113095406
2021-06-08,3,38,0.07894736842105263,0.06436406194728059
2021-06-09,6,38,0.15789473684210525,0.05800461494267229
2021-06-10,2,43,0.046511627906976744,0.06448558570935733
2021-06-11,1,28,0.03571428571428571,0.06987351674384011
2021-06-12,1,50,0.02,0.09307807987580796
2021-06-13,3,37,0.08108108108108109,0.09172704604122149
2021-06-14,2,29,0.06896551724137931,0.0997345424208109
2021-06-15,7,29,0.2413793103448276,0.10944731641929918
2021-06-16,19,128,0.1484375,0.131935795681972
2021-06-17,8,78,0.10256410256410256,0.13584331766178312
2021-06-18,14,135,0.1037037037037037,0.14102869489797704
2021-06-19,11,62,0.1774193548387097,0.1247830183441567
2021-06-20,9,83,0.10843373493975904,0.11198102254583737
2021-06-21,6,57,0.10526315789473684,0.10243104871014926
2021-06-22,6,47,0.1276595744680851,0.09079083706993761
2021-06-23,3,51,0.058823529411764705,0.06544521495012194
2021-06-24,2,56,0.03571428571428571,0.053356041931516905
2021-06-25,1,45,0.022222222222222223,0.0504765026578007
2021-06-26,0,40,0.0,0.03920806170591399
2021-06-27,1,42,0.023809523809523808,0.04633265067193517
2021-06-28,4,47,0.0851063829787234,0.04744178997983225
2021-06-29,2,41,0.04878048780487805,0.05429224946187068
2021-06-30,5,46,0.10869565217391304,0.07377276894239015
2021-07-01,2,46,0.043478260869565216,0.08900494877084328
2021-07-02,4,57,0.07017543859649122,0.0982754654881685
2021-07-03,9,66,0.13636363636363635,0.10531242661408227
2021-07-04,6,46,0.13043478260869565,0.10482207028848568
2021-07-05,9,60,0.15,0.10977160444997637
2021-07-06,5,51,0.09803921568627451,0.11335198397020552
2021-07-07,6,57,0.10526315789473684,0.11172860734682888
2021-07-08,5,64,0.078125,0.10710066921505444
2021-07-09,4,42,0.09523809523809523,0.11515055583636961
2021-07-10,6,48,0.125,0.12535802865600595
2021-07-11,5,51,0.09803921568627451,0.12680395115456003
2021-07-12,13,63,0.20634920634920634,0.14122959081340866
2021-07-13,10,59,0.1694915254237288,0.14136041237280164
2021-07-14,9,78,0.11538461538461539,0.14698663546477816
2021-07-15,12,67,0.1791044776119403,0.1433706436134922
2021-07-16,5,52,0.09615384615384616,0.12320895574994098
2021-07-17,12,73,0.1643835616438356,0.11899588068940828
2021-07-18,4,55,0.07272727272727272,0.12982328857563968
2021-07-19,3,46,0.06521739130434782,0.11888894928309145
2021-07-20,7,50,0.14,0.12187001077479123
2021-07-21,13,68,0.19117647058823528,0.11558241202143905
2021-07-22,8,78,0.10256410256410256,0.12867616758094805
2021-07-23,11,94,0.11702127659574468,0.1526274991558651
2021-07-24,13,108,0.12037037037037036,0.15718107058443653
2021-07-25,12,73,0.1643835616438356,0.14103086050040292
2021-07-26,17,73,0.2328767123287671,0.13508964724211647
2021-07-27,11,64,0.171875,0.13464718639028314
2021-07-28,5,64,0.078125,0.13879788881684765
2021-07-29,5,82,0.06097560975609756,0.12647523715344255
2021-07-30,9,79,0.11392405063291139,0.09494929567093575
2021-07-31,13,87,0.14942528735632185,0.10029605646827797
2021-08-01,5,64,0.078125,0.10677202648591463
2021-08-02,1,82,0.012195121951219513,0.13671668727706035
2021-08-03,18,86,0.20930232558139536,0.13220652878328312
2021-08-04,10,81,0.12345679012345678,0.11422140369876653
2021-08-05,23,85,0.27058823529411763,0.11679695314931597
2021-08-06,7,85,0.08235294117647059,0.14332860239437986
2021-08-07,2,85,0.023529411764705882,0.12577394918081192
2021-08-08,5,52,0.09615384615384616,0.12074230689426767
2021-08-09,19,96,0.19791666666666666,0.10740330040559624
2021-08-10,7,81,0.08641975308641975,0.10296460184925063
2021-08-11,9,102,0.08823529411764706,0.1271419836453426
2021-08-12,14,79,0.17721518987341772,0.12152260302596195
2021-08-13,4,78,0.05128205128205128,0.11467736493072386
2021-08-14,16,83,0.1927710843373494,0.12642807146054685
2021-08-15,5,88,0.056818181818181816,0.14080715642786712
2021-08-16,12,80,0.15,0.13629513901183102
2021-08-17,14,83,0.1686746987951807,0.1521834174001094
2021-08-18,17,90,0.18888888888888888,0.1313832355405959
2021-08-19,15,103,0.14563106796116504,0.13867251488869875
2021-08-20,13,80,0.1625,0.1329713353343082
2021-08-21,5,106,0.04716981132075472,0.11879558471277443
2021-08-22,11,102,0.10784313725490197,0.11390276847975203
2021-08-23,12,109,0.11009174311926606,0.12472319388551799
2021-08-24,5,72,0.06944444444444445,0.11848203405524925
2021-08-25,15,97,0.15463917525773196,0.14768819004168518
2021-08-26,29,131,0.22137404580152673,0.14942488471955634
2021-08-27,12,101,0.1188118811881188,0.16684034998823263
2021-08-28,39,155,0.25161290322580643,0.1768889931013919
2021-08-29,15,125,0.12,0.16996835238821398
2021-08-30,29,125,0.232,0.16408351444230734
2021-08-31,13,93,0.13978494623655913,0.18669730766328171
2021-09-01,12,113,0.10619469026548672,0.1614335150796218
2021-09-02,20,111,0.18018018018018017,0.17242918607529284
2021-09-03,23,83,0.27710843373493976,0.15906654871265546
2021-09-04,8,107,0.07476635514018691,0.15046090704249765
2021-09-05,26,132,0.19696969696969696,0.15935038738051083
2021-09-06,18,130,0.13846153846153847,0.1574198854500089
2021-09-07,7,88,0.07954545454545454,0.14311741640822864
2021-09-08,16,95,0.16842105263157894,0.1519853807115102
2021-09-09,14,84,0.16666666666666666,0.13497857799042176
2021-09-10,20,113,0.17699115044247787,0.1363022543140981
2021-09-11,13,95,0.1368421052631579,0.15431111461267802
2021-09-12,6,77,0.07792207792207792,0.15199009467152075
2021-09-13,13,88,0.14772727272727273,0.14929858328435722
2021-09-14,22,107,0.205607476635514,0.14065768384527924
2021-09-15,14,92,0.15217391304347827,0.14415028631920598
2021-09-16,17,115,0.14782608695652175,0.1630937488716911
2021-09-17,12,103,0.11650485436893204,0.1497538279230745
2021-09-18,20,124,0.16129032258064516,0.13718805394993383
2021-09-19,20,95,0.21052631578947367,0.1304865175001136
2021-09-20,5,92,0.05434782608695652,0.12276136222061051
2021-09-21,10,85,0.11764705882352941,0.12708766742871852
2021-09-22,10,95,0.10526315789473684,0.12445435603964676
2021-09-23,9,96,0.09375,0.11434844610351612
2021-09-24,16,109,0.14678899082568808,0.14071847853357164
2021-09-25,12,84,0.14285714285714285,0.1432167751495153
2021-09-26,13,93,0.13978494623655913,0.142154336444056
2021-09-27,27,113,0.23893805309734514,0.15044515277058662
2021-09-28,10,74,0.13513513513513514,0.15903194718465088
2021-09-29,9,92,0.09782608695652174,0.15086868187852845
2021-09-30,17,112,0.15178571428571427,0.1599999329452634
2021-10-01,24,116,0.20689655172413793,0.14267264804900398
2021-10-02,9,105,0.08571428571428572,0.14796554738163842
2021-10-03,22,108,0.2037037037037037,0.15347091158265477
2021-10-04,12,102,0.11764705882352941,0.16691604373387595
2021-10-05,26,151,0.17218543046357615,0.15866265163293392
2021-10-06,12,88,0.13636363636363635,0.16229076954676613
2021-10-07,30,122,0.2459016393442623,0.15306601684375254
2021-10-08,17,114,0.14912280701754385,0.1517354846308674
2021-10-09,8,72,0.1111111111111111,0.15131339016903783
2021-10-10,16,115,0.1391304347826087,0.14987798347047326
2021-10-11,13,120,0.10833333333333334,0.13953051895773608
2021-10-12,22,130,0.16923076923076924,0.13608440366951552
2021-10-13,12,95,0.12631578947368421,0.1298638974490093
2021-10-14,17,98,0.17346938775510204,0.1251396362030089
2021-10-15,10,80,0.125,0.12374795276907195
2021-10-16,5,74,0.06756756756756757,0.12100070002181922
2021-10-17,7,66,0.10606060606060606,0.1264849990045702
2021-10-18,7,71,0.09859154929577464,0.12368167987472047
2021-10-19,15,100,0.15,0.13014064644007
2021-10-20,14,85,0.16470588235294117,0.13740543002064307
2021-10-21,14,91,0.15384615384615385,0.150291298046698
2021-10-22,16,94,0.1702127659574468,0.15021239324534083
2021-10-23,9,76,0.11842105263157894,0.1479296244677267
2021-10-24,21,107,0.19626168224299065,0.162727738835425
2021-10-25,10,102,0.09803921568627451,0.14604072214840833
2021-10-26,13,97,0.13402061855670103,0.13164524764655083
2021-10-27,22,82,0.2682926829268293,0.12544224012775387
2021-10-28,2,54,0.037037037037037035,0.11134213918014892
2021-10-29,5,72,0.06944444444444445,0.12956892850312046
2021-10-30,6,80,0.075,0.1506016972807346
2021-10-31,4,41,0.0975609756097561,0.13933044820460747
2021-11-01,81,359,0.22562674094707522,0.16472727360143286
2021-11-02,90,320,0.28125,0.16171908107711128
2021-11-03,50,264,0.1893939393939394,0.16846511282314305
2021-11-04,29,135,0.21481481481481482,0.17238497345032072
2021-11-05,3,62,0.04838709677419355,0.15313959487346587
2021-11-06,11,90,0.12222222222222222,0.1228132401936629
2021-11-07,11,88,0.125,0.09879647681519739
2021-11-08,6,66,0.09090909090909091,0.10718068519940578
2021-11-09,4,58,0.06896551724137931,0.13922928176413135
2021-11-10,1,47,0.02127659574468085,0.13475597729082686
2021-11-11,224,819,0.27350427350427353,0.14174355493057844
2021-11-12,15,55,0.2727272727272727,0.142525905110519
2021-11-13,5,55,0.09090909090909091,0.1401924853542317
2021-11-14,8,46,0.17391304347826086,0.14990807371723647
2021-11-15,8,83,0.0963855421686747,0.121418045227208
2021-11-16,2,38,0.05263157894736842,0.08245700626616904
2021-11-17,5,56,0.08928571428571429,0.07181191365386332
2021-11-18,4,54,0.07407407407407407,0.061051700199222424
2021-11-19,0,42,0.0,0.06156805131798317
2021-11-20,1,61,0.01639344262295082,0.06503826531451297
2021-11-21,7,71,0.09859154929577464,0.05689145820457221
2021-11-22,5,50,0.1,0.060595161908275914
2021-11-23,4,52,0.07692307692307693,0.07104812358074979
2021-11-24,2,62,0.03225806451612903,0.07723498785423015
2021-11-25,5,50,0.1,0.07381146162221118
2021-11-26,6,82,0.07317073170731707,0.06512798823285544
2021-11-27,4,67,0.05970149253731343,0.06271040581527301
2021-11-28,5,67,0.07462686567164178,0.05810211088439744
2021-11-29,2,51,0.0392156862745098,0.051752904535191095
2021-11-30,3,50,0.06,0.04764914921192358
2021-12-01,0,50,0.0,0.061529328149170115
2021-12-02,2,36,0.05555555555555555,0.050868347338935575
2021-12-03,2,45,0.044444444444444446,0.057170868347338935
2021-12-04,8,51,0.1568627450980392,0.07132671250318309
2021-12-05,0,29,0.0,0.08561242678889737
2021-12-06,4,48,0.08333333333333333,0.08812888052486333
2021-12-07,7,44,0.1590909090909091,0.11108370347968625
2021-12-08,3,30,0.1,0.10958066323919982
2021-12-09,3,41,0.07317073170731707,0.12124247081937475
2021-12-10,8,39,0.20512820512820512,0.10933770891461284
2021-12-11,6,41,0.14634146341463414,0.09803900761591154
2021-12-12,4,49,0.08163265306122448,0.10838383520211844
2021-12-13,0,47,0.0,0.10544967052212577
2021-12-14,4,50,0.08,0.08408214915460441
2021-12-15,5,29,0.1724137931034483,0.06317622580965668
2021-12-16,2,38,0.05263157894736842,0.056616459045808275
2021-12-17,2,36,0.05555555555555555,0.07110921266899668
2021-12-18,0,27,0.0,0.0668234983832824
2021-12-19,1,28,0.03571428571428571,0.058065972384377086
2021-12-20,7,69,0.10144927536231885,0.054210179054899554
2021-12-21,1,20,0.05,0.06092568577040626
2021-12-22,3,27,0.1111111111111111,0.0658517941447905
2021-12-23,1,39,0.02564102564102564,0.06471800729671794
2021-12-24,4,39,0.10256410256410256,0.05974906319733906
2021-12-25,1,29,0.034482758620689655,0.06126421471249057
2021-12-26,1,36,0.027777777777777776,0.0453911988394747
2021-12-27,2,30,0.06666666666666667,0.0648942183424942
2021-12-28,2,33,0.06060606060606061,0.0636350608333367
2021-12-29,0,23,0.0,0.05870895245895246
2021-12-30,6,37,0.16216216216216217,0.05474069849069849
2021-12-31,3,32,0.09375,0.05235974610974611
2022-01-01,0,25,0.0,0.04370173745173745
2022-01-02,0,23,0.0,0.04991291757596106
2022-01-03,1,20,0.05,0.04261991028295376
2022-01-04,0,30,0.0,0.03543823326432022
2022-01-05,1,23,0.043478260869565216,0.05660225442834138
2022-01-06,3,27,0.1111111111111111,0.05660225442834138
2022-01-07,1,23,0.043478260869565216,0.07624511157119852
2022-01-08,4,27,0.14814814814814814,0.09529273061881757
2022-01-09,0,16,0.0,0.09622440763745112
2022-01-10,3,16,0.1875,0.09333840475144824
2022-01-11,4,30,0.13333333333333333,0.08712722462722464
2022-01-12,1,20,0.05,0.06596320346320346
2022-01-13,2,22,0.09090909090909091,0.06596320346320346
2022-01-14,0,26,0.0,0.03917748917748918
2022-01-15,0,20,0.0,0.027648667122351336
2022-01-16,0,25,0.0,0.0329281702279414
2022-01-17,0,19,0.0,0.019941157240928407
2022-01-18,1,19,0.05263157894736842,0.019941157240928407
2022-01-19,2,23,0.08695652173913043,0.019941157240928407
2022-01-20,0,26,0.0,0.019941157240928407
2022-01-21,0,27,0.0,0.019941157240928407
2022-01-22,0,14,0.0,0.019941157240928407
2022-01-23,0,35,0.0,0.007518796992481203
2022-01-24,0,19,0.0,0.007518796992481203
2022-01-25,1,19,0.05263157894736842,0.007518796992481203
2022-01-26,0,24,0.0,0.01850780798149219
2022-01-27,0,15,0.0,0.01850780798149219
2022-01-28,0,30,0.0,0.01850780798149219
2022-01-29,2,26,0.07692307692307693,0.01098901098901099
2022-01-30,0,7,0.0,0.05860805860805861
2022-01-31,0,6,0.0,0.05860805860805861
2022-02-01,0,9,0.0,0.05860805860805861
2022-02-02,1,3,0.3333333333333333,0.07936507936507937
2022-02-03,0,8,0.0,0.07936507936507937
2022-02-04,0,5,0.0,0.09977324263038548
2022-02-05,2,9,0.2222222222222222,0.09977324263038548
2022-02-06,0,8,0.0,0.05215419501133787
2022-02-07,1,7,0.14285714285714285,0.07163471449185733
2022-02-08,0,18,0.0,0.07163471449185733
2022-02-09,0,10,0.0,0.0398886827458256
2022-02-10,3,22,0.13636363636363635,0.0453831882403311
2022-02-11,0,11,0.0,0.024975024975024972
2022-02-12,0,16,0.0,0.031468531468531465
2022-02-13,1,26,0.038461538461538464,0.031468531468531465
2022-02-14,0,13,0.0,0.020391373332549804
2022-02-15,1,22,0.045454545454545456,0.0268848798260563
2022-02-16,0,18,0.0,0.038789641730818204
2022-02-17,1,17,0.058823529411764705,0.03329513623631271
2022-02-18,1,22,0.045454545454545456,0.03329513623631271
2022-02-19,2,24,0.08333333333333333,0.03700571137545927
2022-02-20,0,12,0.0,0.03700571137545927
2022-02-21,0,11,0.0,0.02860235003092146
2022-02-22,1,14,0.07142857142857142,0.03163265306122449
2022-02-23,0,13,0.0,0.019727891156462587
2022-02-24,0,22,0.0,0.019727891156462587
2022-02-25,1,15,0.06666666666666667,0.019727891156462587
2022-02-26,0,13,0.0,0.009523809523809523
2022-02-27,0,16,0.0,0.009523809523809523
2022-02-28,0,10,0.0,0.009523809523809523
2022-03-01,0,18,0.0,0.0
2022-03-02,0,16,0.0,0.0
2022-03-03,0,9,0.0,0.0
2022-03-04,0,9,0.0,0.0
2022-03-05,0,12,0.0,0.0
2022-03-06,0,11,0.0,0.0
2022-03-07,0,19,0.0,0.0
2022-03-08,0,16,0.0,0.0
2022-03-09,0,18,0.0,0.0
2022-03-10,0,15,0.0,0.017857142857142856
2022-03-11,0,24,0.0,0.017857142857142856
2022-03-12,0,14,0.0,0.045068027210884355
2022-03-13,1,8,0.125,0.05605703819989534
2022-03-14,0,16,0.0,0.06704604918890633
2022-03-15,4,21,0.19047619047619047,0.06704604918890633
2022-03-16,2,26,0.07692307692307693,0.06704604918890633
2022-03-17,1,13,0.07692307692307693,0.056331763474620614
2022-03-18,0,8,0.0,0.056331763474620614
2022-03-19,0,14,0.0,0.02912087912087912
2022-03-20,1,20,0.05,0.025274725274725275
2022-03-21,0,19,0.0,0.014285714285714287
2022-03-22,0,10,0.0,0.014285714285714287
2022-03-23,1,20,0.05,0.03333333333333333
2022-03-24,0,16,0.0,0.04404761904761905
2022-03-25,0,11,0.0,0.052450980392156864
2022-03-26,2,15,0.13333333333333333,0.06673669467787115
2022-03-27,2,16,0.125,0.059593837535014
2022-03-28,1,17,0.058823529411764705,0.0658050176592376
2022-03-29,2,20,0.1,0.06580501765923762
2022-03-30,0,19,0.0,0.04675739861161856
2022-03-31,1,23,0.043478260869565216,0.028900255754475707
2022-04-01,0,10,0.0,0.020496894409937887
2022-04-02,0,13,0.0,0.019198193111236588
2022-04-03,0,14,0.0,0.032803635288107334
2022-04-04,0,17,0.0,0.026592455163883734
2022-04-05,1,11,0.09090909090909091,0.026592455163883734
2022-04-06,2,21,0.09523809523809523,0.026592455163883734
2022-04-07,0,18,0.0,0.026592455163883734
2022-04-08,0,12,0.0,0.026592455163883734
2022-04-09,0,18,0.0,0.013605442176870748
2022-04-10,0,16,0.0,0.017142857142857144
2022-04-11,0,19,0.0,0.017142857142857144
2022-04-12,0,16,0.0,0.017142857142857144
2022-04-13,3,25,0.12,0.017142857142857144
2022-04-14,0,30,0.0,0.017142857142857144
2022-04-15,0,17,0.0,0.026666666666666665
2022-04-16,0,5,0.0,0.026666666666666665
2022-04-17,0,18,0.0,0.009523809523809523
2022-04-18,1,15,0.06666666666666667,0.009523809523809523
2022-04-19,0,21,0.0,0.009523809523809523
2022-04-20,0,18,0.0,0.009523809523809523
2022-04-21,0,20,0.0,0.009523809523809523
2022-04-22,0,11,0.0,0.0
2022-04-23,0,18,0.0,0.0
2022-04-24,0,21,0.0,0.0
2022-04-25,0,30,0.0,0.0
2022-04-26,0,8,0.0,0.0
2022-04-27,0,24,0.0,0.0
2022-04-28,0,12,0.0,0.0
2022-04-29,0,9,0.0,0.009852216748768473
2022-04-30,0,18,0.0,0.016654937837203846
2022-05-01,0,13,0.0,0.016654937837203846
2022-05-02,2,29,0.06896551724137931,0.03004779498006099
2022-05-03,1,21,0.047619047619047616,0.03514983579638752
2022-05-04,0,14,0.0,0.04407840722495895
2022-05-05,3,32,0.09375,0.04407840722495895
2022-05-06,1,28,0.03571428571428571,0.03422619047619047
2022-05-07,1,16,0.0625,0.0274234693877551
2022-05-08,0,25,0.0,0.0274234693877551
2022-05-09,0,15,0.0,0.022959183673469385
2022-05-10,0,22,0.0,0.022321428571428572
2022-05-11,0,30,0.0,0.018001152073732717
2022-05-12,2,32,0.0625,0.02310319289005925
2022-05-13,1,32,0.03125,0.028817478604344963
2022-05-14,1,31,0.03225806451612903,0.028817478604344963
2022-05-15,1,28,0.03571428571428571,0.028817478604344963
2022-05-16,1,25,0.04,0.03612267340953977
2022-05-17,0,25,0.0,0.048141904178770546
2022-05-18,0,20,0.0,0.04353360924789497
2022-05-19,5,44,0.11363636363636363,0.04795537795537796
2022-05-20,3,26,0.11538461538461539,0.05563394938394939
2022-05-21,0,27,0.0,0.07150696525696525
2022-05-22,2,30,0.06666666666666667,0.07150696525696525
2022-05-23,3,32,0.09375,0.06501345876345876
2022-05-24,4,36,0.1111111111111111,0.055498583394924854
2022-05-25,0,17,0.0,0.05549858339492486
2022-05-26,3,44,0.06818181818181818,0.060626788523129985
2022-05-27,2,41,0.04878048780487805,0.05184222631114842
2022-05-28,0,31,0.0,0.04518580029988369
2022-05-29,4,39,0.10256410256410256,0.05791564471289642
2022-05-30,1,31,0.03225806451612903,0.06765590445315617
2022-05-31,2,31,0.06451612903225806,0.07973488238579263
2022-06-01,9,101,0.0891089108910891,0.07973488238579263
2022-06-02,12,88,0.13636363636363635,0.06508286773377799
2022-06-03,8,60,0.13333333333333333,0.0721841746764387
2022-06-04,0,47,0.0,0.06743187052897327
2022-06-05,0,21,0.0,0.06490610774861359
2022-06-06,5,61,0.08196721311475409,0.04846510194590568
2022-06-07,1,32,0.03125,0.05214475562555935
2022-06-08,3,42,0.07142857142857142,0.056906660387464114
2022-06-09,1,47,0.02127659574468085,0.07476380324460696
2022-06-10,7,44,0.1590909090909091,0.06671720503407433
2022-06-11,2,60,0.03333333333333333,0.07485796133659535
