fo_id,so_id,customer_id,address_lon,lo_id,status,processed_time,warehouse_id,player_group_id,address_lat,content,is_open,created_time,fulfilled_time,distance,estimated_cost,time_diff_hours,is_multi_order,multi_order_group,order_in_group,merged_cost
FO_10286,SO_9984,Customer_10,103.82624,LO_9724,fulfilled,2021-10-17 11:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_6': 2},False,2021-10-17 10:10:10,2021-10-18 02:20:40,4.814,4.814,409.0,False,9,40,3.3697999999999997
FO_13011,SO_12591,Customer_10,103.82624,LO_12239,fulfilled,2021-11-12 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 6},False,2021-11-12 18:40:10,2021-11-17 06:10:40,4.814,4.814,632.0,False,9,41,3.3697999999999997
FO_14399,SO_13979,Customer_10,103.82624,LO_13558,fulfilled,2021-12-20 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 2},False,2021-12-20 18:15:10,2021-12-21 07:50:40,4.814,4.814,912.0,False,9,42,3.3697999999999997
FO_14413,SO_13993,Customer_10,103.82624,LO_13572,fulfilled,2021-12-21 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 2},False,2021-12-21 12:00:10,2021-12-21 17:45:40,4.814,4.814,17.0,False,9,43,3.3697999999999997
FO_14457,SO_14037,Customer_10,103.82624,LO_13614,fulfilled,2021-12-23 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_6': 2},False,2021-12-23 12:05:10,2021-12-23 16:35:40,4.814,4.814,49.0,False,9,44,3.3697999999999997
FO_14680,SO_14256,Customer_10,103.82624,LO_13827,fulfilled,2022-01-01 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,"{'SKU_6': 1, 'SKU_15': 1}",False,2022-01-01 18:15:10,2022-01-01 22:20:40,4.814,4.814,222.0,False,9,45,3.3697999999999997
FO_15241,SO_14808,Customer_10,103.82624,LO_14380,fulfilled,2022-02-05 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_9': 1},False,2022-02-05 20:40:10,2022-02-06 10:05:40,4.814,4.814,842.0,False,9,46,3.3697999999999997
FO_15266,SO_14833,Customer_10,103.82624,LO_14404,fulfilled,2022-02-08 17:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_0': 3},False,2022-02-08 16:55:10,2022-02-08 22:00:40,4.814,4.814,68.0,False,9,47,3.3697999999999997
FO_17228,SO_16790,Customer_10,103.82624,LO_16332,fulfilled,2022-06-05 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_1': 2},False,2022-06-04 23:35:10,2022-06-06 00:05:40,4.814,4.814,2791.0,False,9,48,3.3697999999999997
FO_18007,SO_17557,Customer_10,103.82624,LO_17074,fulfilled,2022-06-21 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 1},False,2022-06-21 18:20:10,2022-06-23 20:05:40,4.814,4.814,403.0,False,9,49,3.3697999999999997
FO_18124,SO_17673,Customer_10,103.82624,LO_17185,fulfilled,2022-06-24 01:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,"{'SKU_12': 1, 'SKU_8': 1}",False,2022-06-24 00:50:10,2022-06-24 12:55:40,4.814,4.814,54.0,False,9,50,3.3697999999999997
FO_18125,SO_17674,Customer_10,103.82624,LO_17185,fulfilled,2022-06-24 01:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_5': 1},False,2022-06-24 00:50:10,2022-06-24 12:55:40,4.814,4.814,0.0,False,9,51,3.3697999999999997
FO_18340,SO_17887,Customer_10,103.82624,LO_17387,processed,2022-06-30 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_1': 4},True,2022-06-30 11:05:10,,4.814,4.814,155.0,False,9,52,3.3697999999999997
FO_18341,SO_17888,Customer_10,103.82624,LO_17387,processed,2022-06-30 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_0': 3},True,2022-06-30 11:20:10,,4.814,4.814,0.0,False,9,53,3.3697999999999997
FO_22606,SO_22089,Customer_10,103.82624,LO_21402,processed,2022-08-31 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 2},True,2022-08-31 18:10:10,,4.814,4.814,1495.0,False,9,54,3.3697999999999997
FO_22608,SO_22091,Customer_10,103.82624,LO_21402,processed,2022-08-31 19:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_3': 2},True,2022-08-31 18:45:10,,4.814,4.814,0.0,False,9,55,3.3697999999999997
FO_24615,SO_24061,Customer_10,103.82624,LO_23256,fulfilled,2022-09-23 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_0': 3},False,2022-09-23 12:30:10,2022-09-24 00:10:40,4.814,4.814,546.0,False,9,56,3.3697999999999997
FO_25882,SO_25294,Customer_10,103.82624,LO_24394,processed,2022-10-06 07:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_0': 1},True,2022-10-06 06:15:10,,4.814,4.814,306.0,False,9,57,3.3697999999999997
FO_29244,SO_28541,Customer_10,103.82624,LO_27428,processed,2022-11-10 16:00:20,Warehouse_1,IE5405_FY24S2_G13,1.33278,{'SKU_0': 2},True,2022-11-10 15:45:10,,4.814,4.814,849.0,False,9,58,3.3697999999999997
