customer_id,multi_order_count,total_order_count,multi_order_ratio,customer_segment
Customer_1172,3,25,0.12,Medium
Customer_1173,0,12,0.0,Low
Customer_1174,5,35,0.14285714285714285,Medium
Customer_1175,6,34,0.17647058823529413,Medium
Customer_1176,6,34,0.17647058823529413,Medium
Customer_1177,0,17,0.0,Low
Customer_1178,5,31,0.16129032258064516,Medium
Customer_1179,2,23,0.08695652173913043,Low
Customer_118,5,46,0.10869565217391304,Medium
Customer_1180,4,29,0.13793103448275862,Medium
Customer_1181,9,44,0.20454545454545456,High
Customer_1182,1,19,0.05263157894736842,Low
Customer_1183,4,29,0.13793103448275862,Medium
Customer_1184,8,37,0.21621621621621623,High
Customer_1185,3,20,0.15,Medium
Customer_1186,1,17,0.058823529411764705,Low
Customer_1187,3,31,0.0967741935483871,Low
Customer_1188,7,35,0.2,High
Customer_1189,1,23,0.043478260869565216,Low
Customer_119,4,40,0.1,Medium
Customer_1190,3,23,0.13043478260869565,Medium
Customer_1191,4,27,0.14814814814814814,Medium
Customer_1192,1,25,0.04,Low
Customer_1193,3,24,0.125,Medium
Customer_1194,4,40,0.1,Medium
Customer_1195,2,21,0.09523809523809523,Low
Customer_1196,4,30,0.13333333333333333,Medium
Customer_1197,15,59,0.2542372881355932,High
Customer_1198,6,26,0.23076923076923078,High
Customer_1199,2,20,0.1,Medium
Customer_12,3,36,0.08333333333333333,Low
Customer_120,1,25,0.04,Low
Customer_1200,8,52,0.15384615384615385,Medium
Customer_1201,1,18,0.05555555555555555,Low
Customer_1202,7,37,0.1891891891891892,Medium
Customer_1203,1,20,0.05,Low
Customer_1204,3,33,0.09090909090909091,Low
Customer_1205,3,28,0.10714285714285714,Medium
Customer_1206,8,23,0.34782608695652173,Very High
Customer_1207,4,23,0.17391304347826086,Medium
Customer_1208,1,20,0.05,Low
Customer_1209,6,31,0.1935483870967742,Medium
Customer_121,6,43,0.13953488372093023,Medium
Customer_1210,1,18,0.05555555555555555,Low
Customer_1211,3,25,0.12,Medium
Customer_1212,9,33,0.2727272727272727,High
Customer_1213,2,14,0.14285714285714285,Medium
Customer_1214,3,19,0.15789473684210525,Medium
Customer_1215,3,28,0.10714285714285714,Medium
Customer_1216,1,15,0.06666666666666667,Low
Customer_1217,3,32,0.09375,Low
Customer_1218,4,40,0.1,Medium
Customer_1219,5,30,0.16666666666666666,Medium
Customer_122,6,54,0.1111111111111111,Medium
Customer_1220,0,16,0.0,Low
Customer_1221,1,17,0.058823529411764705,Low
Customer_1222,8,43,0.18604651162790697,Medium
Customer_1223,5,20,0.25,High
Customer_1224,3,30,0.1,Medium
Customer_1225,3,18,0.16666666666666666,Medium
Customer_1226,2,28,0.07142857142857142,Low
Customer_1227,0,13,0.0,Low
Customer_1228,0,6,0.0,Low
Customer_1229,3,24,0.125,Medium
Customer_123,6,38,0.15789473684210525,Medium
Customer_1230,7,29,0.2413793103448276,High
Customer_1231,6,31,0.1935483870967742,Medium
Customer_1232,2,27,0.07407407407407407,Low
Customer_1233,10,50,0.2,High
Customer_1234,10,35,0.2857142857142857,High
Customer_1235,3,30,0.1,Medium
Customer_1236,1,26,0.038461538461538464,Low
Customer_1237,8,35,0.22857142857142856,High
Customer_1238,2,30,0.06666666666666667,Low
Customer_1239,8,36,0.2222222222222222,High
Customer_124,0,33,0.0,Low
Customer_1240,5,28,0.17857142857142858,Medium
Customer_1241,1,23,0.043478260869565216,Low
Customer_1242,0,23,0.0,Low
Customer_1243,2,28,0.07142857142857142,Low
Customer_1244,1,16,0.0625,Low
Customer_1245,2,24,0.08333333333333333,Low
Customer_1246,4,33,0.12121212121212122,Medium
Customer_1247,0,15,0.0,Low
Customer_1248,7,36,0.19444444444444445,Medium
Customer_1249,0,17,0.0,Low
Customer_125,6,37,0.16216216216216217,Medium
Customer_1250,2,23,0.08695652173913043,Low
Customer_1251,3,34,0.08823529411764706,Low
Customer_1252,6,28,0.21428571428571427,High
Customer_1253,7,34,0.20588235294117646,High
Customer_1254,1,17,0.058823529411764705,Low
Customer_1255,7,36,0.19444444444444445,Medium
Customer_1256,4,25,0.16,Medium
Customer_1257,4,34,0.11764705882352941,Medium
Customer_1258,5,41,0.12195121951219512,Medium
Customer_1259,1,22,0.045454545454545456,Low
Customer_126,8,49,0.16326530612244897,Medium
Customer_1260,2,20,0.1,Medium
Customer_1261,2,25,0.08,Low
Customer_1262,1,23,0.043478260869565216,Low
Customer_1263,7,35,0.2,High
Customer_1264,0,25,0.0,Low
Customer_1265,2,25,0.08,Low
Customer_1266,2,27,0.07407407407407407,Low
Customer_1267,4,26,0.15384615384615385,Medium
Customer_1268,2,30,0.06666666666666667,Low
Customer_1269,7,37,0.1891891891891892,Medium
Customer_127,5,52,0.09615384615384616,Low
Customer_1270,5,32,0.15625,Medium
Customer_1271,2,15,0.13333333333333333,Medium
Customer_1272,6,37,0.16216216216216217,Medium
Customer_1273,4,35,0.11428571428571428,Medium
Customer_1274,3,19,0.15789473684210525,Medium
Customer_1275,2,28,0.07142857142857142,Low
Customer_1276,2,21,0.09523809523809523,Low
Customer_1277,2,23,0.08695652173913043,Low
Customer_1278,6,26,0.23076923076923078,High
Customer_1279,8,37,0.21621621621621623,High
Customer_128,7,48,0.14583333333333334,Medium
Customer_1280,1,20,0.05,Low
Customer_1281,0,11,0.0,Low
Customer_1282,1,10,0.1,Medium
Customer_1283,2,27,0.07407407407407407,Low
Customer_1284,3,26,0.11538461538461539,Medium
Customer_1285,3,21,0.14285714285714285,Medium
Customer_1286,2,26,0.07692307692307693,Low
Customer_1287,7,32,0.21875,High
Customer_1288,4,33,0.12121212121212122,Medium
Customer_1289,2,34,0.058823529411764705,Low
Customer_129,5,37,0.13513513513513514,Medium
Customer_1290,5,22,0.22727272727272727,High
Customer_1291,3,14,0.21428571428571427,High
Customer_1292,2,23,0.08695652173913043,Low
Customer_1293,5,35,0.14285714285714285,Medium
Customer_1294,7,29,0.2413793103448276,High
Customer_1295,2,24,0.08333333333333333,Low
Customer_1296,8,28,0.2857142857142857,High
Customer_1297,3,31,0.0967741935483871,Low
Customer_1298,6,30,0.2,High
Customer_1299,8,46,0.17391304347826086,Medium
Customer_13,0,37,0.0,Low
Customer_130,6,50,0.12,Medium
Customer_1300,6,31,0.1935483870967742,Medium
Customer_1301,4,35,0.11428571428571428,Medium
Customer_1302,1,18,0.05555555555555555,Low
Customer_1303,1,18,0.05555555555555555,Low
Customer_1304,6,22,0.2727272727272727,High
Customer_1305,1,18,0.05555555555555555,Low
Customer_1306,1,11,0.09090909090909091,Low
Customer_1307,1,11,0.09090909090909091,Low
Customer_1308,4,24,0.16666666666666666,Medium
Customer_1309,0,15,0.0,Low
Customer_131,0,30,0.0,Low
Customer_1310,2,19,0.10526315789473684,Medium
Customer_1311,6,29,0.20689655172413793,High
Customer_1312,2,27,0.07407407407407407,Low
Customer_1313,1,18,0.05555555555555555,Low
Customer_1314,2,21,0.09523809523809523,Low
Customer_1315,3,29,0.10344827586206896,Medium
Customer_1316,0,4,0.0,Low
Customer_1317,5,21,0.23809523809523808,High
Customer_1318,4,25,0.16,Medium
Customer_1319,2,19,0.10526315789473684,Medium
Customer_132,5,40,0.125,Medium
Customer_1320,2,28,0.07142857142857142,Low
Customer_1321,5,25,0.2,High
Customer_1322,0,27,0.0,Low
Customer_1323,1,17,0.058823529411764705,Low
Customer_1324,1,11,0.09090909090909091,Low
Customer_1325,6,24,0.25,High
Customer_1326,0,7,0.0,Low
Customer_1327,2,17,0.11764705882352941,Medium
Customer_1328,2,23,0.08695652173913043,Low
Customer_1329,2,22,0.09090909090909091,Low
Customer_133,1,31,0.03225806451612903,Low
Customer_1330,4,26,0.15384615384615385,Medium
Customer_1331,3,22,0.13636363636363635,Medium
Customer_1332,6,36,0.16666666666666666,Medium
Customer_1333,4,22,0.18181818181818182,Medium
Customer_1334,13,42,0.30952380952380953,Very High
Customer_1335,2,20,0.1,Medium
Customer_1336,0,10,0.0,Low
Customer_1337,2,23,0.08695652173913043,Low
Customer_1338,3,21,0.14285714285714285,Medium
Customer_1339,1,21,0.047619047619047616,Low
Customer_134,6,42,0.14285714285714285,Medium
Customer_1340,3,21,0.14285714285714285,Medium
Customer_1341,5,25,0.2,High
Customer_1342,4,23,0.17391304347826086,Medium
Customer_1343,1,16,0.0625,Low
Customer_1344,5,23,0.21739130434782608,High
Customer_1345,4,17,0.23529411764705882,High
Customer_1346,3,20,0.15,Medium
Customer_1347,0,12,0.0,Low
Customer_1348,5,31,0.16129032258064516,Medium
Customer_1349,0,7,0.0,Low
Customer_135,3,28,0.10714285714285714,Medium
Customer_1350,5,25,0.2,High
Customer_1351,3,29,0.10344827586206896,Medium
Customer_1352,5,22,0.22727272727272727,High
Customer_1353,3,17,0.17647058823529413,Medium
Customer_1354,5,30,0.16666666666666666,Medium
Customer_1355,1,6,0.16666666666666666,Medium
Customer_1356,4,22,0.18181818181818182,Medium
Customer_1357,7,23,0.30434782608695654,Very High
Customer_1358,1,17,0.058823529411764705,Low
Customer_1359,0,16,0.0,Low
Customer_136,2,37,0.05405405405405406,Low
Customer_1360,0,7,0.0,Low
Customer_1361,5,18,0.2777777777777778,High
Customer_1362,3,17,0.17647058823529413,Medium
Customer_1363,0,7,0.0,Low
Customer_1364,8,27,0.2962962962962963,High
Customer_1365,3,23,0.13043478260869565,Medium
Customer_1366,3,26,0.11538461538461539,Medium
Customer_1367,1,17,0.058823529411764705,Low
Customer_1368,5,26,0.19230769230769232,Medium
Customer_1369,4,20,0.2,High
Customer_137,9,39,0.23076923076923078,High
Customer_1370,6,28,0.21428571428571427,High
Customer_1371,0,11,0.0,Low
Customer_1372,1,13,0.07692307692307693,Low
Customer_1373,1,15,0.06666666666666667,Low
Customer_1374,7,16,0.4375,Very High
Customer_1375,3,17,0.17647058823529413,Medium
Customer_1376,3,20,0.15,Medium
Customer_1377,1,16,0.0625,Low
Customer_1378,2,9,0.2222222222222222,High
Customer_1379,0,16,0.0,Low
Customer_138,5,36,0.1388888888888889,Medium
Customer_1380,1,16,0.0625,Low
Customer_1381,1,19,0.05263157894736842,Low
Customer_1382,5,25,0.2,High
Customer_1383,1,20,0.05,Low
Customer_1384,3,13,0.23076923076923078,High
Customer_1385,2,17,0.11764705882352941,Medium
Customer_1386,2,16,0.125,Medium
Customer_1387,0,11,0.0,Low
Customer_1388,9,20,0.45,Very High
Customer_1389,0,3,0.0,Low
Customer_139,6,53,0.11320754716981132,Medium
Customer_1390,4,21,0.19047619047619047,Medium
Customer_1391,6,23,0.2608695652173913,High
Customer_1392,0,19,0.0,Low
Customer_1393,1,10,0.1,Medium
Customer_1394,5,19,0.2631578947368421,High
Customer_1395,5,27,0.18518518518518517,Medium
Customer_1396,2,15,0.13333333333333333,Medium
Customer_1397,0,9,0.0,Low
Customer_1398,0,11,0.0,Low
Customer_1399,2,11,0.18181818181818182,Medium
Customer_14,2,40,0.05,Low
Customer_140,2,31,0.06451612903225806,Low
Customer_1400,3,18,0.16666666666666666,Medium
Customer_1401,2,13,0.15384615384615385,Medium
Customer_1402,0,6,0.0,Low
Customer_1403,5,30,0.16666666666666666,Medium
Customer_1404,4,20,0.2,High
Customer_1405,2,15,0.13333333333333333,Medium
Customer_1406,0,5,0.0,Low
Customer_1407,4,22,0.18181818181818182,Medium
Customer_1408,1,12,0.08333333333333333,Low
Customer_1409,2,11,0.18181818181818182,Medium
Customer_141,7,57,0.12280701754385964,Medium
Customer_1410,0,7,0.0,Low
Customer_1411,0,10,0.0,Low
Customer_1412,0,12,0.0,Low
Customer_1413,2,21,0.09523809523809523,Low
Customer_1414,0,13,0.0,Low
Customer_1415,1,12,0.08333333333333333,Low
Customer_1416,1,20,0.05,Low
Customer_1417,2,10,0.2,High
Customer_1418,2,13,0.15384615384615385,Medium
Customer_1419,0,9,0.0,Low
Customer_142,1,41,0.024390243902439025,Low
Customer_1420,6,18,0.3333333333333333,Very High
Customer_1421,0,5,0.0,Low
Customer_1422,1,7,0.14285714285714285,Medium
Customer_1423,0,8,0.0,Low
Customer_1424,1,8,0.125,Medium
Customer_1425,2,14,0.14285714285714285,Medium
Customer_1426,4,22,0.18181818181818182,Medium
Customer_1427,2,18,0.1111111111111111,Medium
Customer_1428,2,21,0.09523809523809523,Low
Customer_1429,4,21,0.19047619047619047,Medium
Customer_143,8,44,0.18181818181818182,Medium
Customer_1430,3,16,0.1875,Medium
Customer_1431,0,8,0.0,Low
Customer_1432,1,9,0.1111111111111111,Medium
Customer_1433,0,9,0.0,Low
Customer_1434,1,11,0.09090909090909091,Low
Customer_1435,1,7,0.14285714285714285,Medium
Customer_1436,1,9,0.1111111111111111,Medium
Customer_1437,1,9,0.1111111111111111,Medium
Customer_1438,3,19,0.15789473684210525,Medium
Customer_1439,2,13,0.15384615384615385,Medium
Customer_144,1,21,0.047619047619047616,Low
Customer_1440,0,11,0.0,Low
Customer_1441,0,5,0.0,Low
Customer_1442,0,3,0.0,Low
Customer_1443,0,12,0.0,Low
Customer_1444,9,28,0.32142857142857145,Very High
Customer_1445,0,8,0.0,Low
Customer_1446,3,16,0.1875,Medium
Customer_1447,0,12,0.0,Low
Customer_1448,5,33,0.15151515151515152,Medium
Customer_1449,6,21,0.2857142857142857,High
Customer_145,6,45,0.13333333333333333,Medium
Customer_1450,2,12,0.16666666666666666,Medium
Customer_1451,0,9,0.0,Low
Customer_1452,3,12,0.25,High
Customer_1453,3,10,0.3,Very High
Customer_1454,1,11,0.09090909090909091,Low
Customer_1455,1,6,0.16666666666666666,Medium
Customer_1456,1,17,0.058823529411764705,Low
Customer_1457,3,16,0.1875,Medium
Customer_1458,1,13,0.07692307692307693,Low
Customer_1459,0,9,0.0,Low
Customer_146,0,27,0.0,Low
Customer_1460,1,10,0.1,Medium
Customer_1461,0,6,0.0,Low
Customer_1462,3,14,0.21428571428571427,High
Customer_1463,0,8,0.0,Low
Customer_1464,3,14,0.21428571428571427,High
Customer_1465,2,14,0.14285714285714285,Medium
Customer_1466,1,11,0.09090909090909091,Low
Customer_1467,0,5,0.0,Low
Customer_1468,2,12,0.16666666666666666,Medium
Customer_1469,0,3,0.0,Low
Customer_147,5,37,0.13513513513513514,Medium
Customer_1470,0,6,0.0,Low
Customer_1471,1,16,0.0625,Low
Customer_1472,5,23,0.21739130434782608,High
Customer_1473,2,11,0.18181818181818182,Medium
Customer_1474,1,15,0.06666666666666667,Low
Customer_1475,1,17,0.058823529411764705,Low
Customer_1476,6,24,0.25,High
Customer_1477,2,11,0.18181818181818182,Medium
Customer_1478,0,17,0.0,Low
Customer_1479,1,11,0.09090909090909091,Low
Customer_148,14,49,0.2857142857142857,High
Customer_1480,2,9,0.2222222222222222,High
Customer_1481,0,13,0.0,Low
Customer_1482,9,20,0.45,Very High
Customer_1483,0,10,0.0,Low
Customer_1484,0,4,0.0,Low
Customer_1485,0,10,0.0,Low
Customer_1486,2,14,0.14285714285714285,Medium
Customer_1487,0,9,0.0,Low
Customer_1488,1,13,0.07692307692307693,Low
Customer_1489,1,9,0.1111111111111111,Medium
Customer_149,1,32,0.03125,Low
Customer_1490,2,16,0.125,Medium
Customer_1491,1,11,0.09090909090909091,Low
Customer_1492,1,11,0.09090909090909091,Low
Customer_1493,0,8,0.0,Low
Customer_1494,0,13,0.0,Low
Customer_1495,2,14,0.14285714285714285,Medium
Customer_1496,3,18,0.16666666666666666,Medium
Customer_1497,0,13,0.0,Low
Customer_1498,1,10,0.1,Medium
Customer_1499,1,10,0.1,Medium
Customer_15,5,44,0.11363636363636363,Medium
Customer_150,6,41,0.14634146341463414,Medium
Customer_1500,5,22,0.22727272727272727,High
Customer_1501,1,6,0.16666666666666666,Medium
Customer_1502,0,11,0.0,Low
Customer_1503,1,11,0.09090909090909091,Low
Customer_1504,0,13,0.0,Low
Customer_1505,1,16,0.0625,Low
Customer_1506,0,6,0.0,Low
Customer_1507,0,10,0.0,Low
Customer_1508,1,9,0.1111111111111111,Medium
Customer_1509,3,18,0.16666666666666666,Medium
Customer_151,6,48,0.125,Medium
Customer_1510,2,15,0.13333333333333333,Medium
Customer_1511,6,17,0.35294117647058826,Very High
Customer_1512,0,12,0.0,Low
Customer_1513,0,5,0.0,Low
Customer_1514,0,12,0.0,Low
Customer_1515,0,4,0.0,Low
Customer_1516,3,13,0.23076923076923078,High
Customer_1517,4,20,0.2,High
Customer_1518,0,9,0.0,Low
Customer_1519,5,17,0.29411764705882354,High
Customer_152,10,48,0.20833333333333334,High
Customer_1520,1,13,0.07692307692307693,Low
Customer_1521,3,11,0.2727272727272727,High
Customer_1522,0,5,0.0,Low
Customer_1523,1,12,0.08333333333333333,Low
Customer_1524,2,13,0.15384615384615385,Medium
Customer_1525,1,13,0.07692307692307693,Low
Customer_1526,2,10,0.2,High
Customer_1527,2,8,0.25,High
Customer_1528,6,13,0.46153846153846156,Very High
Customer_1529,0,7,0.0,Low
Customer_153,2,33,0.06060606060606061,Low
Customer_1530,0,8,0.0,Low
Customer_1531,2,16,0.125,Medium
Customer_1532,0,8,0.0,Low
Customer_1533,1,10,0.1,Medium
Customer_1534,2,9,0.2222222222222222,High
Customer_1535,3,9,0.3333333333333333,Very High
Customer_1536,0,5,0.0,Low
Customer_1537,0,7,0.0,Low
Customer_1538,0,9,0.0,Low
Customer_1539,0,12,0.0,Low
Customer_154,4,43,0.09302325581395349,Low
Customer_1540,1,11,0.09090909090909091,Low
Customer_1541,1,7,0.14285714285714285,Medium
Customer_1542,0,7,0.0,Low
Customer_1543,0,8,0.0,Low
Customer_1544,0,11,0.0,Low
Customer_1545,0,6,0.0,Low
Customer_1546,0,11,0.0,Low
Customer_1547,0,8,0.0,Low
Customer_1548,1,11,0.09090909090909091,Low
Customer_1549,1,12,0.08333333333333333,Low
Customer_155,2,47,0.0425531914893617,Low
Customer_1550,2,12,0.16666666666666666,Medium
Customer_1551,0,7,0.0,Low
Customer_1552,0,12,0.0,Low
Customer_1553,1,8,0.125,Medium
Customer_1554,1,12,0.08333333333333333,Low
Customer_1555,5,16,0.3125,Very High
Customer_1556,3,15,0.2,High
Customer_1557,2,6,0.3333333333333333,Very High
Customer_1558,3,15,0.2,High
Customer_1559,2,10,0.2,High
Customer_156,7,58,0.1206896551724138,Medium
Customer_1560,1,8,0.125,Medium
Customer_1561,1,6,0.16666666666666666,Medium
Customer_1562,1,9,0.1111111111111111,Medium
Customer_1563,6,18,0.3333333333333333,Very High
Customer_1564,2,18,0.1111111111111111,Medium
Customer_1565,0,4,0.0,Low
Customer_1566,2,11,0.18181818181818182,Medium
Customer_1567,1,11,0.09090909090909091,Low
Customer_1568,7,20,0.35,Very High
Customer_1569,1,12,0.08333333333333333,Low
Customer_157,4,34,0.11764705882352941,Medium
Customer_1570,5,19,0.2631578947368421,High
Customer_1571,4,20,0.2,High
Customer_1572,0,6,0.0,Low
Customer_1573,1,9,0.1111111111111111,Medium
Customer_1574,1,10,0.1,Medium
Customer_1575,1,11,0.09090909090909091,Low
Customer_1576,1,15,0.06666666666666667,Low
Customer_1577,2,11,0.18181818181818182,Medium
Customer_1578,1,11,0.09090909090909091,Low
Customer_1579,0,1,0.0,Low
Customer_158,6,47,0.1276595744680851,Medium
